"","text","possibly_sensitive","conversation_id","id","in_reply_to_user_id","author_id","created_at.x","lang","reply_settings","created_at.y","pinned_tweet_id","description","name","protected","location","username","profile_image_url","verified","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links"
"1","@3rdWheelJordyn I read it was from a blue green algae that is eaten by crustaceans in shore. The big offshore ones never really have that.",FALSE,"1456033117920190468","1456046814738718721","268950254","374792308",2021-11-03 23:53:07,"en","everyone","2011-09-16T23:31:06.000Z","914663334548447232","Texas Aggie ‘93. Football, cooking, and science. AL born LA home TX Aggie IN Boiler WA-CA-FL Personal account. Follow at your own risk.","KSB",FALSE,"Florida, USA","KSBruno9","https://pbs.twimg.com/profile_images/1537632598196899843/7wlpmrZM_normal.jpg",FALSE,0,1,1,0,0,"0003df7b402165e0",749,2211,52337,33,"@3rdWheelJordyn I read it was from a blue green algae that is eaten by crustaceans in shore. The big offshore ones never really have that."
