"","text","id","conversation_id","created_at.x","lang","possibly_sensitive","author_id","reply_settings","in_reply_to_user_id","location","name","username","protected","verified","description","profile_image_url","created_at.y","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","url","pinned_tweet_id","text_with_display_links"
"31","@ckjohnston1 @CNN @ECMcLaughlin God willing and we clean out the red tide.. ","1053215381681291264","1053139949971746816",2018-10-19 09:24:49,"en",FALSE,"900976849","everyone","2887825548","Florida, Chicago","Pastel Punk ♏️","PasteIpunk",FALSE,FALSE,"Those who destroy each other in the name of political systems are greedy, lustful men. Their power depends on many people. Deny them yours; they are powerless.","https://pbs.twimg.com/profile_images/1589709120088817664/nlsDwxnp_normal.jpg","2012-10-24T01:50:24.000Z",0,0,1,0,0,"2d1b0aee7297f004",323,98,25247,0,NA,NA,"@ckjohnston1 @CNN @ECMcLaughlin God willing and we clean out the red tide."
"32",". https   communitynewspapers com south miami red tide rick","1053331491843903488","1053331491843903488",2018-10-19 17:06:12,"zxx",FALSE,"61768027","everyone",NA,"West Coast of Central Florida","Paul McClintock","paulmcclintock",FALSE,FALSE,"Long retired K9 LEO■
HACKER STILL UNFOLLOWING
HUNDREDS that FOLLOW ME!
🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑
TWITTER: PLEASE REFOLLOW ALL THAT FOLLOW ME!

@TWITTER SUPPORT 🛑","https://pbs.twimg.com/profile_images/1572640573470687234/rf4cOXod_normal.jpg","2009-07-31T13:16:49.000Z",0,0,0,1,0,"41de88d76c42e840",18721,10680,414566,573,NA,"1616828084233158656","https://t.co/HK1z0jxqhx"
"33","RED TIDE RICK IS HURTING FLA

 . https   ca news yahoo com red tide awakening floridas environmental woes hurt gops scott senate race 090044270 html. https   twitter com paulmcclintock status 1054073405446782977 photo 1","1054073405446782977","1054073405446782977",2018-10-21 18:14:18,"en",FALSE,"61768027","everyone",NA,"West Coast of Central Florida","Paul McClintock","paulmcclintock",FALSE,FALSE,"Long retired K9 LEO■
HACKER STILL UNFOLLOWING
HUNDREDS that FOLLOW ME!
🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑
TWITTER: PLEASE REFOLLOW ALL THAT FOLLOW ME!

@TWITTER SUPPORT 🛑","https://pbs.twimg.com/profile_images/1572640573470687234/rf4cOXod_normal.jpg","2009-07-31T13:16:49.000Z",3,0,0,0,0,"41de88d76c42e840",18721,10680,414566,573,NA,"1616828084233158656","RED TIDE RICK IS HURTING FLA

https://t.co/qQPrYdX098 https://t.co/2hRK02xS55"
"34","@geekgirl11 @RonaldKlain @AJDelgado13 @AndrewGillum @RonDeSantisFL We already have Red Tide here, and look what it gets us- stinky beaches and a lot of dead fish. Time for a serious change.. ","1054194772661977088","1054186492191535104",2018-10-22 02:16:34,"en",FALSE,"900976849","everyone","22696559","Florida, Chicago","Pastel Punk ♏️","PasteIpunk",FALSE,FALSE,"Those who destroy each other in the name of political systems are greedy, lustful men. Their power depends on many people. Deny them yours; they are powerless.","https://pbs.twimg.com/profile_images/1589709120088817664/nlsDwxnp_normal.jpg","2012-10-24T01:50:24.000Z",1,0,19,0,0,"2d1b0aee7297f004",323,98,25247,0,NA,NA,"@geekgirl11 @RonaldKlain @AJDelgado13 @AndrewGillum @RonDeSantisFL We already have Red Tide here, and look what it gets us- stinky beaches and a lot of dead fish. Time for a serious change."
"35","RED TIDE RICK NOT FOR SENATOR 
  . http   amp miamiherald com opinion opn columns blogs carl hiaasen article220330460 html. https   twitter com paulmcclintock status 1054732798211379203 photo 1","1054732798211379203","1054732798211379203",2018-10-23 13:54:29,"en",FALSE,"61768027","everyone",NA,"West Coast of Central Florida","Paul McClintock","paulmcclintock",FALSE,FALSE,"Long retired K9 LEO■
HACKER STILL UNFOLLOWING
HUNDREDS that FOLLOW ME!
🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑
TWITTER: PLEASE REFOLLOW ALL THAT FOLLOW ME!

@TWITTER SUPPORT 🛑","https://pbs.twimg.com/profile_images/1572640573470687234/rf4cOXod_normal.jpg","2009-07-31T13:16:49.000Z",2,0,1,0,0,"41de88d76c42e840",18721,10680,414566,573,NA,"1616828084233158656","RED TIDE RICK NOT FOR SENATOR 
 https://t.co/e65pLfFlS2 https://t.co/bqTVIiWBFv"
"36","@nich_al @MSNBC @morningmika You forgot-
Republicans created the HMO to begin with. 
They also created outsourcing jobs to foreign markets.
They also created the deregulations that led to the Wall Street crash of '08. 
If you think the Red Tide cares about regular Americans, look again.. ","1054767518877921280","1054761873399263232",2018-10-23 16:12:27,"en",FALSE,"900976849","everyone","729045819614236672","Florida, Chicago","Pastel Punk ♏️","PasteIpunk",FALSE,FALSE,"Those who destroy each other in the name of political systems are greedy, lustful men. Their power depends on many people. Deny them yours; they are powerless.","https://pbs.twimg.com/profile_images/1589709120088817664/nlsDwxnp_normal.jpg","2012-10-24T01:50:24.000Z",0,1,4,0,0,"2d1b0aee7297f004",323,98,25247,0,NA,NA,"@nich_al @MSNBC @morningmika You forgot-
Republicans created the HMO to begin with. 
They also created outsourcing jobs to foreign markets.
They also created the deregulations that led to the Wall Street crash of '08. 
If you think the Red Tide cares about regular Americans, look again."
"37",". https   ca news yahoo com red tide awakening floridas environmental woes hurt gops scott senate race 090044270 html","1055445572436615170","1055445572436615170",2018-10-25 13:06:48,"zxx",FALSE,"61768027","everyone",NA,"West Coast of Central Florida","Paul McClintock","paulmcclintock",FALSE,FALSE,"Long retired K9 LEO■
HACKER STILL UNFOLLOWING
HUNDREDS that FOLLOW ME!
🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑
TWITTER: PLEASE REFOLLOW ALL THAT FOLLOW ME!

@TWITTER SUPPORT 🛑","https://pbs.twimg.com/profile_images/1572640573470687234/rf4cOXod_normal.jpg","2009-07-31T13:16:49.000Z",0,0,0,0,0,"41de88d76c42e840",18721,10680,414566,573,NA,"1616828084233158656","https://t.co/qQPrYdX098"
"38"," . https   ca news yahoo com red tide awakening floridas environmental woes hurt gops scott senate race 090044270 html. https   twitter com paulmcclintock status 1055797035008475139 photo 1","1055797035008475139","1055797035008475139",2018-10-26 12:23:23,"zxx",FALSE,"61768027","everyone",NA,"West Coast of Central Florida","Paul McClintock","paulmcclintock",FALSE,FALSE,"Long retired K9 LEO■
HACKER STILL UNFOLLOWING
HUNDREDS that FOLLOW ME!
🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑
TWITTER: PLEASE REFOLLOW ALL THAT FOLLOW ME!

@TWITTER SUPPORT 🛑","https://pbs.twimg.com/profile_images/1572640573470687234/rf4cOXod_normal.jpg","2009-07-31T13:16:49.000Z",1,0,1,0,0,"41de88d76c42e840",18721,10680,414566,573,NA,"1616828084233158656","https://t.co/qQPrYdX098 https://t.co/5WyjlZXDi7"
"39"," . https   ca news yahoo com red tide awakening floridas environmental woes hurt gops scott senate race 090044270 html. https   twitter com paulmcclintock status 1055798986974617607 photo 1","1055798986974617607","1055798986974617607",2018-10-26 12:31:08,"zxx",FALSE,"61768027","everyone",NA,"West Coast of Central Florida","Paul McClintock","paulmcclintock",FALSE,FALSE,"Long retired K9 LEO■
HACKER STILL UNFOLLOWING
HUNDREDS that FOLLOW ME!
🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑
TWITTER: PLEASE REFOLLOW ALL THAT FOLLOW ME!

@TWITTER SUPPORT 🛑","https://pbs.twimg.com/profile_images/1572640573470687234/rf4cOXod_normal.jpg","2009-07-31T13:16:49.000Z",0,0,0,0,0,"41de88d76c42e840",18721,10680,414566,573,NA,"1616828084233158656","https://t.co/qQPrYdX098 https://t.co/wLmeA7VvvD"
"40","To all who jumped off the #TrumpTrain and changed from the Red Tide to the #BlueWave we thank you and welcome you. Thank you for putting country before party. You are all true patriots and heroes.  #GOPvotingBlue. ","1058536260711694336","1058536260711694336",2018-11-03 01:48:05,"en",FALSE,"65114198","everyone",NA,"Tampa Bay, Florida","Cher #JewishBalloon Tushiah","thegoddesscher",FALSE,FALSE,"Fairy Grandmother🏳️‍🌈|Displaced NY'er|Retired Nurse|Cranky Old Jewess|Queen from Queens|Hot Mess|Resistor|She/Her💎🙌🦍","https://pbs.twimg.com/profile_images/1575991686186024962/b2USEppg_normal.jpg","2009-08-12T18:23:59.000Z",1,0,7,0,0,"013ce98f16d55033",2970,2844,54277,46,NA,"1540395398031986688","To all who jumped off the #TrumpTrain and changed from the Red Tide to the #BlueWave we thank you and welcome you. Thank you for putting country before party. You are all true patriots and heroes.  #GOPvotingBlue"
"41"," . https   www washingtonpost com news powerpost paloma the energy 202 2018 10 31 the energy 202 why some florida voters associate rick scott with toxic algae 5bd8e6be1b326b37e00b5a30. https   twitter com paulmcclintock status 1058850849370333185 photo 1","1058850849370333185","1058850849370333185",2018-11-03 22:38:09,"zxx",FALSE,"61768027","everyone",NA,"West Coast of Central Florida","Paul McClintock","paulmcclintock",FALSE,FALSE,"Long retired K9 LEO■
HACKER STILL UNFOLLOWING
HUNDREDS that FOLLOW ME!
🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑
TWITTER: PLEASE REFOLLOW ALL THAT FOLLOW ME!

@TWITTER SUPPORT 🛑","https://pbs.twimg.com/profile_images/1572640573470687234/rf4cOXod_normal.jpg","2009-07-31T13:16:49.000Z",0,0,0,0,0,"41de88d76c42e840",18721,10680,414566,573,NA,"1616828084233158656","https://t.co/iw2wCjAeKB https://t.co/59f3R3vbS9"
"42","Andrew Gillum talks about healthcare and medicaid expansion. Andrew Gillum talks about toxic algae--he calls it Guacamole.  #amjoy. ","1059099535144861696","1059099535144861696",2018-11-04 15:06:20,"en",FALSE,"167737381","everyone",NA,"Florida","Thee Jocelyn Dee 💛 💛","jocelyn528",FALSE,FALSE,"Jocelyn came through, y'all

New York girl in a Tampa Bay world. Can't live without Twitter, Broadway, or Crochet.  #kamala202X 
Spouting as JayDee","https://pbs.twimg.com/profile_images/1361760853461241858/I_WVSbUh_normal.jpg","2010-07-17T10:50:03.000Z",0,0,0,0,0,"0003df7b402165e0",1789,1521,66507,57,NA,NA,"Andrew Gillum talks about healthcare and medicaid expansion. Andrew Gillum talks about toxic algae--he calls it Guacamole.  #amjoy"
"43","@Womenspeakup @DanRather @gdub1972 That video made me SO 😡. Then the facts of Republicans investing in voting machines along with Ivanka getting trademarks in China on new ones? There's a reason #RedTide smells fishy.. ","1061104414277226497","1060931832718323712",2018-11-10 03:53:01,"en",FALSE,"900976849","everyone","511167564","Florida, Chicago","Pastel Punk ♏️","PasteIpunk",FALSE,FALSE,"Those who destroy each other in the name of political systems are greedy, lustful men. Their power depends on many people. Deny them yours; they are powerless.","https://pbs.twimg.com/profile_images/1589709120088817664/nlsDwxnp_normal.jpg","2012-10-24T01:50:24.000Z",0,0,4,0,0,"2d1b0aee7297f004",323,98,25247,0,NA,NA,"@Womenspeakup @DanRather @gdub1972 That video made me SO 😡. Then the facts of Republicans investing in voting machines along with Ivanka getting trademarks in China on new ones? There's a reason #RedTide smells fishy."
"44","@diamondsnjeans @lakan_katapatan @PalmerReport Maybe it's the Red Tide.. ","1062835787409047552","1062749257701167104",2018-11-14 22:32:52,"en",FALSE,"900976849","everyone","165172558","Florida, Chicago","Pastel Punk ♏️","PasteIpunk",FALSE,FALSE,"Those who destroy each other in the name of political systems are greedy, lustful men. Their power depends on many people. Deny them yours; they are powerless.","https://pbs.twimg.com/profile_images/1589709120088817664/nlsDwxnp_normal.jpg","2012-10-24T01:50:24.000Z",0,1,1,0,0,"2d1b0aee7297f004",323,98,25247,0,NA,NA,"@diamondsnjeans @lakan_katapatan @PalmerReport Maybe it's the Red Tide."
"45","It's a great day for a fish release! @DukeEnergy donated 16,000+ redfish that will be released on the west coast of #FL in the coming weeks following recent #redtide occurrence. Today's the 1st in #Pasco County. Thanks to partnership with @CCANational @MyFWClife! . https   twitter com DE_PeveetaP status 1092805811523465216 photo 1","1092805811523465216","1092805811523465216",2019-02-05 15:23:03,"en",FALSE,"710136819480788992","everyone",NA,"Florida, USA","Peveeta Samuel","Peveeta_FL",FALSE,FALSE,"Corporate giving manager for @DukeEnergy in Florida. @UCF #AlumKnight & @UFMBA student. All tweets are my own.","https://pbs.twimg.com/profile_images/1445479762437173248/eToQVdKc_normal.jpg","2016-03-16T16:13:06.000Z",3,0,8,2,0,"07d9ed1f05088001",933,405,2423,16,"https://t.co/7lwlJGdoGH",NA,"It's a great day for a fish release! @DukeEnergy donated 16,000+ redfish that will be released on the west coast of #FL in the coming weeks following recent #redtide occurrence. Today's the 1st in #Pasco County. Thanks to partnership with @CCANational @MyFWClife! https://t.co/b2wmP7ChQG"
"46","There was great community support at the first fish release today! We're honored to donate 16,000+ redfish to help with recovery in red tide coastal counties with @CCANational &amp; @MyFWClife . https   twitter com DE_PeveetaP status 1092894349191512064 photo 1","1092894349191512064","1092894349191512064",2019-02-05 21:14:52,"en",FALSE,"710136819480788992","everyone",NA,"Florida, USA","Peveeta Samuel","Peveeta_FL",FALSE,FALSE,"Corporate giving manager for @DukeEnergy in Florida. @UCF #AlumKnight & @UFMBA student. All tweets are my own.","https://pbs.twimg.com/profile_images/1445479762437173248/eToQVdKc_normal.jpg","2016-03-16T16:13:06.000Z",2,2,4,4,0,"07d9ed1f05088001",933,405,2423,16,"https://t.co/7lwlJGdoGH",NA,"There was great community support at the first fish release today! We're honored to donate 16,000+ redfish to help with recovery in red tide coastal counties with @CCANational &amp; @MyFWClife https://t.co/qqnzPTW8XJ"
"47","Hit them with 5 1/4” tines and a @FloratineFoliar soil app today. We’re barely watering them and still seeing some algae in areas. Trying to get some air flow and gas exchange but not too bad for 20 year old pushups. @joshwaring1977 @TrigonTurf . https   twitter com JeremyM0314 status 1092974467146530816 photo 1","1092974467146530816","1092974467146530816",2019-02-06 02:33:14,"en",FALSE,"362386805","everyone",NA,"Florida, USA","Jeremy Martin","JeremyM0314",FALSE,FALSE,"Operations Manager @ SYTE Land Management","https://pbs.twimg.com/profile_images/1388987334377582594/r2-KrLGj_normal.jpg","2011-08-26T09:32:03.000Z",3,0,14,0,0,"01512cee0fd2f281",201,570,318,0,NA,NA,"Hit them with 5 1/4” tines and a @FloratineFoliar soil app today. We’re barely watering them and still seeing some algae in areas. Trying to get some air flow and gas exchange but not too bad for 20 year old pushups. @joshwaring1977 @TrigonTurf https://t.co/MkcREhoQer"
"48","@DE_PeveetaP @CCANational @MyFWClife great job any way we can get some of those over here in the Indian River Lagoon in Stuart? Please. ","1093145436330909696","1092894349191512064",2019-02-06 13:52:36,"en",FALSE,"1287238424","everyone","710136819480788992","Fla","Michel","PelotaDawg",FALSE,FALSE,"""Fires will be kindled to testify that two and two make four. Swords will be drawn to prove that leaves are green in summer
Question Everything
#PelotariForever","https://pbs.twimg.com/profile_images/1593423609967566848/-VMxqEK__normal.jpg","2013-03-21T23:32:36.000Z",0,0,0,0,0,NA,566,1656,31997,21,NA,"1565029336968749056","@DE_PeveetaP @CCANational @MyFWClife great job any way we can get some of those over here in the Indian River Lagoon in Stuart? Please"
"49","@DE_PeveetaP @CCANational @MyFWClife Can’t wait for the next release at Ft DeSoto tomorrow! What beautiful fish!. ","1093323245825257473","1092894349191512064",2019-02-07 01:39:09,"en",FALSE,"2634393233","everyone","710136819480788992","Ocala, FL","Margaret Spontak","SpontakSpontak",FALSE,FALSE,"Leader of Free the Ocklawaha River Coalition for Everyone. Outdoors lover. Non-profit consultant.","https://pbs.twimg.com/profile_images/929882413458690048/eFHMzl0C_normal.jpg","2014-06-23T12:25:28.000Z",0,0,1,0,0,NA,351,459,770,4,"https://t.co/HO6ObaLQW2",NA,"@DE_PeveetaP @CCANational @MyFWClife Can’t wait for the next release at Ft DeSoto tomorrow! What beautiful fish!"
"50","@UdnSpeak4me I wouldn't trust anything that Red Tide Rick has to say. Scum.. ","1095848018312601600","1095846501194985473",2019-02-14 00:51:42,"en",FALSE,"826289589597982721","everyone","1918976288","Florida, USA","Janice Dominic 🌊🌊🌊❄❄","oldtiredfeminis",FALSE,FALSE,"#Resist #FBR #supermajority Old  feminist, chef & bookworm. Addicted to 🆘️ news, facts and Liberal as Fuck. #Metoo #PRU NRA rating Fx #SWATT","https://pbs.twimg.com/profile_images/1207743121553006593/_JY3zw_r_normal.jpg","2017-01-31T04:42:44.000Z",0,0,2,0,0,"2d1b0aee7297f004",29424,28837,18042,13,NA,NA,"@UdnSpeak4me I wouldn't trust anything that Red Tide Rick has to say. Scum."
"51","@Dev0ra @KassandraSeven I dunno. They voted for red tide Rick for governor twice, then sent him to the Senate. Shooting self in foot. Not too keen on lessons learned.. ","1096034765009010688","1096028679099088896",2019-02-14 13:13:45,"en",FALSE,"826289589597982721","everyone","15266000","Florida, USA","Janice Dominic 🌊🌊🌊❄❄","oldtiredfeminis",FALSE,FALSE,"#Resist #FBR #supermajority Old  feminist, chef & bookworm. Addicted to 🆘️ news, facts and Liberal as Fuck. #Metoo #PRU NRA rating Fx #SWATT","https://pbs.twimg.com/profile_images/1207743121553006593/_JY3zw_r_normal.jpg","2017-01-31T04:42:44.000Z",0,0,0,0,0,"2d1b0aee7297f004",29424,28837,18042,13,NA,NA,"@Dev0ra @KassandraSeven I dunno. They voted for red tide Rick for governor twice, then sent him to the Senate. Shooting self in foot. Not too keen on lessons learned."
"52","@IndivisibleInFL @RonDeSantisFL @SenRickScott Well, in all fairness our dumb ass rednecks are used to being exploited by Red Tide Rick. So being exploited by Amazon isn't a big reach.. ","1099084117860409345","1099075541473394688",2019-02-22 23:10:48,"en",FALSE,"826289589597982721","everyone","827901076384911362","Florida, USA","Janice Dominic 🌊🌊🌊❄❄","oldtiredfeminis",FALSE,FALSE,"#Resist #FBR #supermajority Old  feminist, chef & bookworm. Addicted to 🆘️ news, facts and Liberal as Fuck. #Metoo #PRU NRA rating Fx #SWATT","https://pbs.twimg.com/profile_images/1207743121553006593/_JY3zw_r_normal.jpg","2017-01-31T04:42:44.000Z",0,1,1,0,0,"2d1b0aee7297f004",29424,28837,18042,13,NA,NA,"@IndivisibleInFL @RonDeSantisFL @SenRickScott Well, in all fairness our dumb ass rednecks are used to being exploited by Red Tide Rick. So being exploited by Amazon isn't a big reach."
"53","The red tide! . ","1171580312255705090","1171580312255705090",2019-09-11 00:24:48,"en",FALSE,"3296039808","everyone",NA,"Tampa, FL","Conservativeguy","MannoiaChris",FALSE,FALSE,"Originally from New York City; Disabled Combat veteran, Constitutional conservative, and PROUD Trump supporter! Trump 2024!","https://pbs.twimg.com/profile_images/873227745588908032/dzfv7mBN_normal.jpg","2015-07-26T20:49:27.000Z",0,0,0,0,0,"f385a5dfa0c1d8ca",4395,5084,89729,40,NA,NA,"The red tide! https://t.co/CUZPrbhBXp"
"54","@MistressMelee At least your here before the red tide starts 🤢. ","1238178702434893825","1237980096247541760",2020-03-12 19:03:01,"en",FALSE,"1141169843028316163","everyone","1065037434625363968",NA,"WhereJoeGoes","WhereJoeGoes1",FALSE,FALSE,"My hope is that my art will be an inspiration to others to travel, experience nature, and get out of your comfort zone.","https://pbs.twimg.com/profile_images/1141169993348014083/BLle4_zG_normal.jpg","2019-06-19T02:24:27.000Z",0,0,0,0,0,"8c1a061c37aea043",276,243,3776,1,"https://t.co/j5HbExoc0i",NA,"@MistressMelee At least your here before the red tide starts 🤢"
"55","Can’t believe that the algae/moss will grow on a yo and everything here in #florida . #powerwashing #cleanup #poolscreenrooms #krudkutter @ Pasco, Florida . https   www instagram com p CDy5zeEgOBcTI19nzoVVlQ9vqbRcRvc_S00LPU0","1293579705325584392","1293579705325584392",2020-08-12 16:06:49,"en",FALSE,"616661209","everyone",NA,"California, USA","Falcon M.","Falcon__Mac",FALSE,FALSE,"Part time Coach/Partner, full time Dad, Veteran. Athletics/Jendro Softball, Ausi00 Jesse00. MVHS Vball Cole26 Follow @Austin85053961 ** Matthew 5:9 🇺🇸🇬🇧🇨🇺","https://pbs.twimg.com/profile_images/1245350803931459591/trDF6Rxv_normal.jpg","2012-06-24T01:56:31.000Z",0,0,0,0,0,"4ec01c9dbc693497",157,875,8245,28,"https://t.co/v6IRS2z41y",NA,"Can’t believe that the algae/moss will grow on a yo and everything here in #florida . #powerwashing #cleanup #poolscreenrooms #krudkutter @ Pasco, Florida https://t.co/leamNzY3M6"
"56","I was just at the beach. Can confirm there is no red tide. . https   twitter com realDonaldTrump status 1317496034034057216","1317522719399907330","1317522719399907330",2020-10-17 17:47:49,"en",FALSE,"15757017","everyone",NA,"Asheville, NC","Jack Whidden","JackWhidden3",FALSE,FALSE,"Contenting for @AshevilleCitySC. Coffee snob, FAU graduate, Aston Villa obsessed. TPA ➡ AVL","https://pbs.twimg.com/profile_images/1515491660024762371/UteQjS1M_normal.jpg","2008-08-06T23:58:54.000Z",0,3,17,0,0,"0003df7b402165e0",2073,1769,41393,26,"https://t.co/XHXXq7SDFC","1450474104881025035","I was just at the beach. Can confirm there is no red tide. https://t.co/bysK8q9cOg"
"57","@JackWhidden3 I see Emperor Ego picked Bama tonight. ","1317523349573087233","1317522719399907330",2020-10-17 17:50:19,"en",FALSE,"1567163551","everyone","15757017","St Petersburg, FL","Carl Zee","c350Zee",FALSE,FALSE,"USF alumni from a Northwestern family. Rowdies, Bolts, Bears. Beware of politics; opinions & related tweets into the void are my own. He/Him","https://pbs.twimg.com/profile_images/1408969179642933248/k5mWPM0B_normal.jpg","2013-07-04T02:32:09.000Z",0,0,0,0,0,NA,381,659,34379,3,NA,"1521808846347554816","@JackWhidden3 I see Emperor Ego picked Bama tonight"
"58","@JackWhidden3 Roll tide. ","1317524879038730247","1317522719399907330",2020-10-17 17:56:24,"sv",FALSE,"777682319863910400","everyone","15757017",NA,"Tanner Spearman","tannerspearman",FALSE,FALSE,"Christian | Sports Editor, @GvilleRegister | Louisiana Tech '18 | Oklahoma State '20 | @OColly alum | Sorry for the wrestling tweets","https://pbs.twimg.com/profile_images/1548882479813206016/t8mS0l7Y_normal.jpg","2016-09-19T01:34:48.000Z",0,0,0,0,0,NA,1133,1101,150764,12,"https://t.co/ZPMmKCC7uv",NA,"@JackWhidden3 Roll tide"
"59","@JackWhidden3 Was gonna say, what about Crimson Tide?. ","1317526734607089664","1317522719399907330",2020-10-17 18:03:46,"en",FALSE,"2956188293","everyone","15757017",NA,"The Post-Inflation Economy","GielinorCapital",FALSE,FALSE,"Literally just spend less money. Do it. However you can do it.","https://pbs.twimg.com/profile_images/1269369918287499266/VRHg3wL5_normal.jpg","2015-01-02T06:58:36.000Z",0,0,0,0,0,NA,78,418,3136,0,"https://t.co/mDep2aJfRj",NA,"@JackWhidden3 Was gonna say, what about Crimson Tide?"
"60","Mangroves reduce erosion &amp; improve water quality by absorbing nutrients from stormwater runoff that can cause harmful algae blooms offshore. Reduce pollution by never putting chemicals into storm drains. Info from Pasco County Public Works.  #KeepPascoWatersBeautiful . https   twitter com KeepPascoBu2ful status 1340087917214130178 photo 1","1340087917214130178","1340087917214130178",2020-12-19 00:13:51,"en",FALSE,"3170646208","everyone",NA,"Pasco County, FL","KeepPascoBeautiful","KeepPascoBu2ful",FALSE,FALSE,"To promote better methods to reduce litter and waste, to recycle, and to landscape and beautify our neighborhoods.","https://pbs.twimg.com/profile_images/588433551047049217/vldPsy1j_normal.jpg","2015-04-15T17:03:55.000Z",0,0,0,0,0,"79dc2655046fbc40",609,482,1486,17,"https://t.co/Lp6Es4MEqT",NA,"Mangroves reduce erosion &amp; improve water quality by absorbing nutrients from stormwater runoff that can cause harmful algae blooms offshore. Reduce pollution by never putting chemicals into storm drains. Info from Pasco County Public Works.  #KeepPascoWatersBeautiful https://t.co/8KVTW0QOn9"
"61","@iammattcote I am seeing so much red right now it’s crazy. Fertilizers, sugar, guns &amp; mining run the GOP. Algae bloom &amp; red tide will kill the fish, beaches &amp; tourists. DeSantis too busy telling businesses what they can’t do to keep own customers safe during a pandemic to notice.. ","1378816818291310594","1378797660182827011",2021-04-04 21:08:41,"en",FALSE,"736302092973932545","everyone","736302092973932545","San Antonio, FL","DJ Verhoest","SportsandRving",FALSE,FALSE,"(Diane) Sports & Entertainment Acct. Born New England. Ret teacher to FL. Orlando Pride, NWSL, USWNT, BC Eagles, TBLightning! NonSports acct: @lfsgd_diane","https://pbs.twimg.com/profile_images/1467974901575430145/keALqqjl_normal.jpg","2016-05-27T21:04:33.000Z",0,0,0,0,0,"0078551d41f411af",470,1419,27905,13,NA,NA,"@iammattcote I am seeing so much red right now it’s crazy. Fertilizers, sugar, guns &amp; mining run the GOP. Algae bloom &amp; red tide will kill the fish, beaches &amp; tourists. DeSantis too busy telling businesses what they can’t do to keep own customers safe during a pandemic to notice."
"62","Ocean fires, red tide, algae bloom, Piney Point… How’s the Florida fish @marcorubio @SenRickScott? #EyesWideOpen . https   twitter com EoinHiggins_ status 1411075158006284290","1411352153466212360","1411352153466212360",2021-07-03 15:52:29,"en",FALSE,"1045136112","everyone",NA,"San Antonio, Fl","Diane Verhoest","lfsgd_diane",FALSE,FALSE,"Retired Teacher. FL via NH via MA. Equality Advocate since '68. Not stopping now. Pass the damn ERA! My Sports & entertainment Acct: @SportsandRving","https://pbs.twimg.com/profile_images/1570914858442309640/CHcBIOgg_normal.jpg","2012-12-29T15:16:02.000Z",0,0,0,1,0,"0078551d41f411af",2130,4627,156474,96,NA,"1144261559142748160","Ocean fires, red tide, algae bloom, Piney Point… How’s the Florida fish @marcorubio @SenRickScott? #EyesWideOpen https://t.co/A0jgT7VkEI"
"63","No Red Tide relief in sight as dead fish overwhelm St. Petersburg, #Florida 
 . https   news wjct org state news 2021 07 15 no red tide relief in sight as dead fish overwhelm st petersburg 13","1415898476056092681","1415898476056092681",2021-07-16 04:57:57,"en",FALSE,"790577978","everyone",NA,"Florida, USA","John Poindexter 🇺🇸 & 🇺🇦","johnhpoindexter",FALSE,FALSE,"Aviation Consultant ✈️ Aircraft Trader #Pilot FAA COMM PILOT | Proud Father, Global Traveler 60+ Countries, #NBA 🏀 fan | World 🌎 Events & Geopolitics","https://pbs.twimg.com/profile_images/1581651799785750529/8NqYHf3J_normal.jpg","2012-08-30T01:50:13.000Z",0,0,0,0,0,"01b3cd14363fbf47",9622,10587,20998,81,"https://t.co/9ILemubG5z","1301355723847282690","No Red Tide relief in sight as dead fish overwhelm St. Petersburg, #Florida 
 https://t.co/mo6mkzUwy1"
"64","No Florida border. Red tide, Covid kills at home. Oh. Florida taxpayer $? #DeSantisPhotoOp . https   twitter com GovRonDeSantis status 1416563871670734849","1416814289038479367","1416814289038479367",2021-07-18 17:37:04,"en",FALSE,"1045136112","everyone",NA,"San Antonio, Fl","Diane Verhoest","lfsgd_diane",FALSE,FALSE,"Retired Teacher. FL via NH via MA. Equality Advocate since '68. Not stopping now. Pass the damn ERA! My Sports & entertainment Acct: @SportsandRving","https://pbs.twimg.com/profile_images/1570914858442309640/CHcBIOgg_normal.jpg","2012-12-29T15:16:02.000Z",0,0,0,0,0,"0078551d41f411af",2130,4627,156474,96,NA,"1144261559142748160","No Florida border. Red tide, Covid kills at home. Oh. Florida taxpayer $? #DeSantisPhotoOp https://t.co/LPVXRbwnYn"
